YEAR,STATE,RACE,SEX,AGE,POPULATION
2013,Missouri,Black or African American,female,5-9 years,25128.0
2013,Missouri,Black or African American,female,55-64 years,42184.0
2013,Missouri,Black or African American,female,65-74 years,22765.0
2013,Missouri,Black or African American,female,75-84 years,12539.0
2013,Missouri,Black or African American,female,85+ years,5609.0
2013,Missouri,Black or African American,female,< 5 years,25107.0
2013,Missouri,Black or African American,male,10-14 years,26664.0
2013,Missouri,Black or African American,male,15-19 years,28396.0
2013,Missouri,Black or African American,male,20-24 years,31097.0
2013,Missouri,Black or African American,male,25-29 years,23728.0
2013,Missouri,Black or African American,male,30-34 years,21606.0
2013,Missouri,Black or African American,male,35-44 years,37514.0
2013,Missouri,Black or African American,male,45-54 years,44666.0
2013,Missouri,Black or African American,male,5-9 years,24182.0
2013,Missouri,Black or African American,male,55-64 years,33958.0
2013,Missouri,Black or African American,male,65-74 years,17024.0
2013,Missouri,Black or African American,male,75-84 years,8333.0
2013,Missouri,Black or African American,male,85+ years,1945.0
2013,Missouri,Black or African American,male,< 5 years,25656.0
2013,Missouri,White,female,10-14 years,149420.0
2013,Missouri,White,female,15-19 years,150904.0
2013,Missouri,White,female,20-24 years,169321.0
2013,Missouri,White,female,25-29 years,159050.0
2013,Missouri,White,female,30-34 years,158490.0
2013,Missouri,White,female,35-44 years,299095.0
2013,Missouri,White,female,45-54 years,358226.0
2013,Missouri,White,female,5-9 years,149517.0
2013,Missouri,White,female,55-64 years,348645.0
2013,Missouri,White,female,65-74 years,240804.0
2013,Missouri,White,female,75-84 years,144676.0
2013,Missouri,White,female,85+ years,73580.0
2013,Missouri,White,female,< 5 years,138570.0
2013,Missouri,White,male,10-14 years,160462.0
2013,Missouri,White,male,15-19 years,159866.0
2013,Missouri,White,male,20-24 years,172960.0
2013,Missouri,White,male,25-29 years,162491.0
2013,Missouri,White,male,30-34 years,164624.0
2013,Missouri,White,male,35-44 years,299562.0
2013,Missouri,White,male,45-54 years,352729.0
2013,Missouri,White,male,5-9 years,152298.0
2013,Missouri,White,male,55-64 years,328974.0
2013,Missouri,White,male,65-74 years,214755.0
2013,Missouri,White,male,75-84 years,108361.0
2013,Missouri,White,male,85+ years,38004.0
2013,Missouri,White,male,< 5 years,148587.0
2013,Montana,Asian or Pacific Islander,female,10-14 years,345.0
2013,Montana,Asian or Pacific Islander,female,15-19 years,187.0
2013,Montana,Asian or Pacific Islander,female,20-24 years,470.0
2013,Montana,Asian or Pacific Islander,female,25-29 years,374.0
2013,Montana,Asian or Pacific Islander,female,30-34 years,353.0
2013,Montana,Asian or Pacific Islander,female,35-44 years,452.0
2013,Montana,Asian or Pacific Islander,female,45-54 years,542.0
2013,Montana,Asian or Pacific Islander,female,5-9 years,91.0
2013,Montana,Asian or Pacific Islander,female,55-64 years,491.0
2013,Montana,Asian or Pacific Islander,female,65-74 years,248.0
2013,Montana,Asian or Pacific Islander,female,75-84 years,0.0
2013,Montana,Asian or Pacific Islander,female,85+ years,115.0
2013,Montana,Asian or Pacific Islander,female,< 5 years,175.0
2013,Montana,Asian or Pacific Islander,male,10-14 years,78.0
2013,Montana,Asian or Pacific Islander,male,15-19 years,336.0
2013,Montana,Asian or Pacific Islander,male,20-24 years,409.0
2013,Montana,Asian or Pacific Islander,male,25-29 years,200.0
2013,Montana,Asian or Pacific Islander,male,30-34 years,389.0
2013,Montana,Asian or Pacific Islander,male,35-44 years,189.0
2013,Montana,Asian or Pacific Islander,male,45-54 years,149.0
2013,Montana,Asian or Pacific Islander,male,5-9 years,35.0
2013,Montana,Asian or Pacific Islander,male,55-64 years,447.0
2013,Montana,Asian or Pacific Islander,male,65-74 years,247.0
2013,Montana,Asian or Pacific Islander,male,75-84 years,0.0
2013,Montana,Asian or Pacific Islander,male,85+ years,0.0
2013,Montana,Asian or Pacific Islander,male,< 5 years,226.0
2013,Montana,Black or African American,female,10-14 years,0.0
2013,Montana,Black or African American,female,15-19 years,0.0
2013,Montana,Black or African American,female,20-24 years,0.0
2013,Montana,Black or African American,female,25-29 years,0.0
2013,Montana,Black or African American,female,30-34 years,0.0
2013,Montana,Black or African American,female,35-44 years,0.0
2013,Montana,Black or African American,female,45-54 years,0.0
2013,Montana,Black or African American,female,5-9 years,0.0
2013,Montana,Black or African American,female,55-64 years,0.0
2013,Montana,Black or African American,female,65-74 years,0.0
2013,Montana,Black or African American,female,75-84 years,0.0
2013,Montana,Black or African American,female,85+ years,0.0
2013,Montana,Black or African American,female,< 5 years,0.0
2013,Montana,Black or African American,male,10-14 years,0.0
2013,Montana,Black or African American,male,15-19 years,0.0
2013,Montana,Black or African American,male,20-24 years,0.0
2013,Montana,Black or African American,male,25-29 years,0.0
2013,Montana,Black or African American,male,30-34 years,0.0
2013,Montana,Black or African American,male,35-44 years,0.0
2013,Montana,Black or African American,male,45-54 years,0.0
2013,Montana,Black or African American,male,5-9 years,0.0
2013,Montana,Black or African American,male,55-64 years,0.0
2013,Montana,Black or African American,male,65-74 years,0.0
2013,Montana,Black or African American,male,75-84 years,0.0
2013,Montana,Black or African American,male,85+ years,0.0
2013,Montana,Black or African American,male,< 5 years,0.0
2013,Montana,White,female,10-14 years,22765.0
2013,Montana,White,female,15-19 years,28155.0
2013,Montana,White,female,20-24 years,29745.0
2013,Montana,White,female,25-29 years,26650.0
2013,Montana,White,female,30-34 years,26963.0
2013,Montana,White,female,35-44 years,50086.0
2013,Montana,White,female,45-54 years,62117.0
2013,Montana,White,female,5-9 years,27699.0
2013,Montana,White,female,55-64 years,69778.0
2013,Montana,White,female,65-74 years,44315.0
2013,Montana,White,female,75-84 years,24845.0
2013,Montana,White,female,85+ years,13577.0
2013,Montana,White,female,< 5 years,24381.0
2013,Montana,White,male,10-14 years,26232.0
2013,Montana,White,male,15-19 years,29473.0
2013,Montana,White,male,20-24 years,31730.0
2013,Montana,White,male,25-29 years,27203.0
2013,Montana,White,male,30-34 years,29107.0
2013,Montana,White,male,35-44 years,52971.0
2013,Montana,White,male,45-54 years,61415.0
2013,Montana,White,male,5-9 years,26210.0
2013,Montana,White,male,55-64 years,69674.0
2013,Montana,White,male,65-74 years,45555.0
2013,Montana,White,male,75-84 years,22022.0
2013,Montana,White,male,85+ years,7108.0
2013,Montana,White,male,< 5 years,24964.0
2013,Nebraska,Asian or Pacific Islander,female,10-14 years,1568.0
2013,Nebraska,Asian or Pacific Islander,female,15-19 years,2021.0
2013,Nebraska,Asian or Pacific Islander,female,20-24 years,1397.0
2013,Nebraska,Asian or Pacific Islander,female,25-29 years,1611.0
2013,Nebraska,Asian or Pacific Islander,female,30-34 years,1476.0
2013,Nebraska,Asian or Pacific Islander,female,35-44 years,3866.0
2013,Nebraska,Asian or Pacific Islander,female,45-54 years,1789.0
2013,Nebraska,Asian or Pacific Islander,female,5-9 years,1630.0
2013,Nebraska,Asian or Pacific Islander,female,55-64 years,1915.0
2013,Nebraska,Asian or Pacific Islander,female,65-74 years,739.0
2013,Nebraska,Asian or Pacific Islander,female,75-84 years,353.0
2013,Nebraska,Asian or Pacific Islander,female,85+ years,127.0
2013,Nebraska,Asian or Pacific Islander,female,< 5 years,1487.0
2013,Nebraska,Asian or Pacific Islander,male,10-14 years,1123.0
2013,Nebraska,Asian or Pacific Islander,male,15-19 years,1270.0
2013,Nebraska,Asian or Pacific Islander,male,20-24 years,1974.0
2013,Nebraska,Asian or Pacific Islander,male,25-29 years,1797.0
2013,Nebraska,Asian or Pacific Islander,male,30-34 years,1766.0
2013,Nebraska,Asian or Pacific Islander,male,35-44 years,2875.0
2013,Nebraska,Asian or Pacific Islander,male,45-54 years,2338.0
2013,Nebraska,Asian or Pacific Islander,male,5-9 years,1097.0
2013,Nebraska,Asian or Pacific Islander,male,55-64 years,1443.0
2013,Nebraska,Asian or Pacific Islander,male,65-74 years,720.0
2013,Nebraska,Asian or Pacific Islander,male,75-84 years,228.0
2013,Nebraska,Asian or Pacific Islander,male,85+ years,30.0
2013,Nebraska,Asian or Pacific Islander,male,< 5 years,716.0
2013,Nebraska,Black or African American,female,10-14 years,2945.0
2013,Nebraska,Black or African American,female,15-19 years,3586.0
2013,Nebraska,Black or African American,female,20-24 years,3588.0
2013,Nebraska,Black or African American,female,25-29 years,3315.0
2013,Nebraska,Black or African American,female,30-34 years,3234.0
2013,Nebraska,Black or African American,female,35-44 years,4544.0
2013,Nebraska,Black or African American,female,45-54 years,5017.0
2013,Nebraska,Black or African American,female,5-9 years,4503.0
2013,Nebraska,Black or African American,female,55-64 years,3726.0
2013,Nebraska,Black or African American,female,65-74 years,2314.0
2013,Nebraska,Black or African American,female,75-84 years,1031.0
2013,Nebraska,Black or African American,female,85+ years,366.0
2013,Nebraska,Black or African American,female,< 5 years,3812.0
2013,Nebraska,Black or African American,male,10-14 years,3638.0
2013,Nebraska,Black or African American,male,15-19 years,3623.0
2013,Nebraska,Black or African American,male,20-24 years,3951.0
2013,Nebraska,Black or African American,male,25-29 years,4124.0
2013,Nebraska,Black or African American,male,30-34 years,3191.0
2013,Nebraska,Black or African American,male,35-44 years,5329.0
2013,Nebraska,Black or African American,male,45-54 years,5851.0
2013,Nebraska,Black or African American,male,5-9 years,4201.0
2013,Nebraska,Black or African American,male,55-64 years,3436.0
2013,Nebraska,Black or African American,male,65-74 years,1810.0
2013,Nebraska,Black or African American,male,75-84 years,913.0
2013,Nebraska,Black or African American,male,85+ years,50.0
2013,Nebraska,Black or African American,male,< 5 years,3912.0
2013,Nebraska,White,female,10-14 years,52370.0
2013,Nebraska,White,female,15-19 years,53883.0
2013,Nebraska,White,female,20-24 years,57155.0
2013,Nebraska,White,female,25-29 years,51804.0
2013,Nebraska,White,female,30-34 years,53356.0
2013,Nebraska,White,female,35-44 years,97758.0
2013,Nebraska,White,female,45-54 years,110062.0
2013,Nebraska,White,female,5-9 years,54729.0
2013,Nebraska,White,female,55-64 years,108667.0
2013,Nebraska,White,female,65-74 years,68666.0
2013,Nebraska,White,female,75-84 years,45548.0
2013,Nebraska,White,female,85+ years,27108.0
2013,Nebraska,White,female,< 5 years,53091.0
2013,Nebraska,White,male,10-14 years,54034.0
2013,Nebraska,White,male,15-19 years,55974.0
2013,Nebraska,White,male,20-24 years,57723.0
2013,Nebraska,White,male,25-29 years,54248.0
2013,Nebraska,White,male,30-34 years,56981.0
2013,Nebraska,White,male,35-44 years,100084.0
2013,Nebraska,White,male,45-54 years,110084.0
2013,Nebraska,White,male,5-9 years,56386.0
2013,Nebraska,White,male,55-64 years,105805.0
2013,Nebraska,White,male,65-74 years,62513.0
2013,Nebraska,White,male,75-84 years,35985.0
2013,Nebraska,White,male,85+ years,12286.0
2013,Nebraska,White,male,< 5 years,54058.0
2013,Nevada,Asian or Pacific Islander,female,10-14 years,4984.0
2013,Nevada,Asian or Pacific Islander,female,15-19 years,7101.0
2013,Nevada,Asian or Pacific Islander,female,20-24 years,7379.0
2013,Nevada,Asian or Pacific Islander,female,25-29 years,10265.0
2013,Nevada,Asian or Pacific Islander,female,30-34 years,8746.0
2013,Nevada,Asian or Pacific Islander,female,35-44 years,20434.0
2013,Nevada,Asian or Pacific Islander,female,45-54 years,20168.0
2013,Nevada,Asian or Pacific Islander,female,5-9 years,7045.0
2013,Nevada,Asian or Pacific Islander,female,55-64 years,17744.0
2013,Nevada,Asian or Pacific Islander,female,65-74 years,12258.0
2013,Nevada,Asian or Pacific Islander,female,75-84 years,4609.0
2013,Nevada,Asian or Pacific Islander,female,85+ years,1698.0
2013,Nevada,Asian or Pacific Islander,female,< 5 years,4772.0
2013,Nevada,Asian or Pacific Islander,male,10-14 years,6631.0
2013,Nevada,Asian or Pacific Islander,male,15-19 years,6953.0
2013,Nevada,Asian or Pacific Islander,male,20-24 years,8448.0
2013,Nevada,Asian or Pacific Islander,male,25-29 years,9432.0
2013,Nevada,Asian or Pacific Islander,male,30-34 years,7838.0
2013,Nevada,Asian or Pacific Islander,male,35-44 years,15762.0
2013,Nevada,Asian or Pacific Islander,male,45-54 years,15697.0
2013,Nevada,Asian or Pacific Islander,male,5-9 years,5951.0
2013,Nevada,Asian or Pacific Islander,male,55-64 years,11800.0
2013,Nevada,Asian or Pacific Islander,male,65-74 years,8233.0
2013,Nevada,Asian or Pacific Islander,male,75-84 years,3264.0
2013,Nevada,Asian or Pacific Islander,male,85+ years,870.0
2013,Nevada,Asian or Pacific Islander,male,< 5 years,5341.0
2013,Nevada,Black or African American,female,10-14 years,8561.0
2013,Nevada,Black or African American,female,15-19 years,8415.0
2013,Nevada,Black or African American,female,20-24 years,8421.0
2013,Nevada,Black or African American,female,25-29 years,9131.0
2013,Nevada,Black or African American,female,30-34 years,8938.0
2013,Nevada,Black or African American,female,35-44 years,16968.0
2013,Nevada,Black or African American,female,45-54 years,15281.0
2013,Nevada,Black or African American,female,5-9 years,8105.0
2013,Nevada,Black or African American,female,55-64 years,12220.0
2013,Nevada,Black or African American,female,65-74 years,8075.0
2013,Nevada,Black or African American,female,75-84 years,3310.0
2013,Nevada,Black or African American,female,85+ years,1754.0
2013,Nevada,Black or African American,female,< 5 years,7635.0
2013,Nevada,Black or African American,male,10-14 years,8596.0
2013,Nevada,Black or African American,male,15-19 years,8757.0
2013,Nevada,Black or African American,male,20-24 years,11023.0
2013,Nevada,Black or African American,male,25-29 years,9642.0
2013,Nevada,Black or African American,male,30-34 years,8861.0
2013,Nevada,Black or African American,male,35-44 years,16106.0
2013,Nevada,Black or African American,male,45-54 years,15802.0
2013,Nevada,Black or African American,male,5-9 years,9283.0
2013,Nevada,Black or African American,male,55-64 years,11148.0
2013,Nevada,Black or African American,male,65-74 years,6258.0
2013,Nevada,Black or African American,male,75-84 years,2917.0
2013,Nevada,Black or African American,male,85+ years,740.0
2013,Nevada,Black or African American,male,< 5 years,8232.0
2013,Nevada,White,female,10-14 years,54434.0
2013,Nevada,White,female,15-19 years,52548.0
2013,Nevada,White,female,20-24 years,55271.0
2013,Nevada,White,female,25-29 years,62477.0
2013,Nevada,White,female,30-34 years,62757.0
2013,Nevada,White,female,35-44 years,120743.0
2013,Nevada,White,female,45-54 years,128367.0
2013,Nevada,White,female,5-9 years,61135.0
2013,Nevada,White,female,55-64 years,129264.0
2013,Nevada,White,female,65-74 years,94653.0
2013,Nevada,White,female,75-84 years,42818.0
2013,Nevada,White,female,85+ years,21762.0
2013,Nevada,White,female,< 5 years,51778.0
2013,Nevada,White,male,10-14 years,58978.0
2013,Nevada,White,male,15-19 years,55297.0
2013,Nevada,White,male,20-24 years,61159.0
2013,Nevada,White,male,25-29 years,65607.0
2013,Nevada,White,male,30-34 years,69068.0
2013,Nevada,White,male,35-44 years,128247.0
2013,Nevada,White,male,45-54 years,139892.0
2013,Nevada,White,male,5-9 years,57992.0
2013,Nevada,White,male,55-64 years,129513.0
2013,Nevada,White,male,65-74 years,94313.0
2013,Nevada,White,male,75-84 years,41227.0
2013,Nevada,White,male,85+ years,11994.0
2013,Nevada,White,male,< 5 years,55570.0
2013,New Hampshire,Asian or Pacific Islander,female,10-14 years,757.0
2013,New Hampshire,Asian or Pacific Islander,female,15-19 years,1230.0
2013,New Hampshire,Asian or Pacific Islander,female,20-24 years,1365.0
2013,New Hampshire,Asian or Pacific Islander,female,25-29 years,1743.0
2013,New Hampshire,Asian or Pacific Islander,female,30-34 years,1134.0
2013,New Hampshire,Asian or Pacific Islander,female,35-44 years,3503.0
2013,New Hampshire,Asian or Pacific Islander,female,45-54 years,1767.0
2013,New Hampshire,Asian or Pacific Islander,female,5-9 years,1206.0
2013,New Hampshire,Asian or Pacific Islander,female,55-64 years,1451.0
2013,New Hampshire,Asian or Pacific Islander,female,65-74 years,891.0
2013,New Hampshire,Asian or Pacific Islander,female,75-84 years,244.0
2013,New Hampshire,Asian or Pacific Islander,female,85+ years,0.0
2013,New Hampshire,Asian or Pacific Islander,female,< 5 years,1312.0
2013,New Hampshire,Asian or Pacific Islander,male,10-14 years,830.0
2013,New Hampshire,Asian or Pacific Islander,male,15-19 years,876.0
2013,New Hampshire,Asian or Pacific Islander,male,20-24 years,1526.0
2013,New Hampshire,Asian or Pacific Islander,male,25-29 years,1169.0
2013,New Hampshire,Asian or Pacific Islander,male,30-34 years,1172.0
2013,New Hampshire,Asian or Pacific Islander,male,35-44 years,2831.0
2013,New Hampshire,Asian or Pacific Islander,male,45-54 years,2425.0
2013,New Hampshire,Asian or Pacific Islander,male,5-9 years,1419.0
2013,New Hampshire,Asian or Pacific Islander,male,55-64 years,877.0
2013,New Hampshire,Asian or Pacific Islander,male,65-74 years,204.0
2013,New Hampshire,Asian or Pacific Islander,male,75-84 years,353.0
2013,New Hampshire,Asian or Pacific Islander,male,85+ years,52.0
2013,New Hampshire,Asian or Pacific Islander,male,< 5 years,819.0
2013,New Hampshire,Black or African American,female,10-14 years,1114.0
2013,New Hampshire,Black or African American,female,15-19 years,1005.0
2013,New Hampshire,Black or African American,female,20-24 years,804.0
2013,New Hampshire,Black or African American,female,25-29 years,604.0
2013,New Hampshire,Black or African American,female,30-34 years,878.0
2013,New Hampshire,Black or African American,female,35-44 years,787.0
2013,New Hampshire,Black or African American,female,45-54 years,1153.0
2013,New Hampshire,Black or African American,female,5-9 years,1102.0
2013,New Hampshire,Black or African American,female,55-64 years,109.0
2013,New Hampshire,Black or African American,female,65-74 years,546.0
2013,New Hampshire,Black or African American,female,75-84 years,307.0
2013,New Hampshire,Black or African American,female,85+ years,32.0
2013,New Hampshire,Black or African American,female,< 5 years,166.0
2013,New Hampshire,Black or African American,male,10-14 years,455.0
2013,New Hampshire,Black or African American,male,15-19 years,993.0
2013,New Hampshire,Black or African American,male,20-24 years,611.0
2013,New Hampshire,Black or African American,male,25-29 years,524.0
2013,New Hampshire,Black or African American,male,30-34 years,284.0
2013,New Hampshire,Black or African American,male,35-44 years,1911.0
2013,New Hampshire,Black or African American,male,45-54 years,605.0
2013,New Hampshire,Black or African American,male,5-9 years,719.0
2013,New Hampshire,Black or African American,male,55-64 years,821.0
2013,New Hampshire,Black or African American,male,65-74 years,206.0
2013,New Hampshire,Black or African American,male,75-84 years,35.0
2013,New Hampshire,Black or African American,male,85+ years,0.0
2013,New Hampshire,Black or African American,male,< 5 years,329.0
2013,New Hampshire,White,female,10-14 years,34741.0
2013,New Hampshire,White,female,15-19 years,41053.0
2013,New Hampshire,White,female,20-24 years,39631.0
2013,New Hampshire,White,female,25-29 years,34439.0
2013,New Hampshire,White,female,30-34 years,33487.0
2013,New Hampshire,White,female,35-44 years,75500.0
2013,New Hampshire,White,female,45-54 years,103646.0
2013,New Hampshire,White,female,5-9 years,32877.0
2013,New Hampshire,White,female,55-64 years,94399.0
2013,New Hampshire,White,female,65-74 years,58828.0
2013,New Hampshire,White,female,75-84 years,32986.0
2013,New Hampshire,White,female,85+ years,16838.0
2013,New Hampshire,White,female,< 5 years,28923.0
2013,New Hampshire,White,male,10-14 years,36511.0
2013,New Hampshire,White,male,15-19 years,42279.0
2013,New Hampshire,White,male,20-24 years,41350.0
2013,New Hampshire,White,male,25-29 years,35924.0
2013,New Hampshire,White,male,30-34 years,34231.0
2013,New Hampshire,White,male,35-44 years,73406.0
2013,New Hampshire,White,male,45-54 years,101193.0
2013,New Hampshire,White,male,5-9 years,34131.0
2013,New Hampshire,White,male,55-64 years,92086.0
2013,New Hampshire,White,male,65-74 years,55204.0
2013,New Hampshire,White,male,75-84 years,25527.0
2013,New Hampshire,White,male,85+ years,8473.0
2013,New Hampshire,White,male,< 5 years,29094.0
2013,New Jersey,Asian or Pacific Islander,female,10-14 years,25862.0
2013,New Jersey,Asian or Pacific Islander,female,15-19 years,20375.0
2013,New Jersey,Asian or Pacific Islander,female,20-24 years,23645.0
2013,New Jersey,Asian or Pacific Islander,female,25-29 years,32597.0
2013,New Jersey,Asian or Pacific Islander,female,30-34 years,38193.0
2013,New Jersey,Asian or Pacific Islander,female,35-44 years,76024.0
2013,New Jersey,Asian or Pacific Islander,female,45-54 years,58115.0
2013,New Jersey,Asian or Pacific Islander,female,5-9 years,25278.0
2013,New Jersey,Asian or Pacific Islander,female,55-64 years,45355.0
2013,New Jersey,Asian or Pacific Islander,female,65-74 years,25549.0
2013,New Jersey,Asian or Pacific Islander,female,75-84 years,10260.0
2013,New Jersey,Asian or Pacific Islander,female,85+ years,4099.0
2013,New Jersey,Asian or Pacific Islander,female,< 5 years,25787.0
2013,New Jersey,Asian or Pacific Islander,male,10-14 years,25936.0
2013,New Jersey,Asian or Pacific Islander,male,15-19 years,22640.0
2013,New Jersey,Asian or Pacific Islander,male,20-24 years,21983.0
2013,New Jersey,Asian or Pacific Islander,male,25-29 years,31359.0
2013,New Jersey,Asian or Pacific Islander,male,30-34 years,34735.0
2013,New Jersey,Asian or Pacific Islander,male,35-44 years,71771.0
2013,New Jersey,Asian or Pacific Islander,male,45-54 years,54526.0
2013,New Jersey,Asian or Pacific Islander,male,5-9 years,26784.0
2013,New Jersey,Asian or Pacific Islander,male,55-64 years,40019.0
2013,New Jersey,Asian or Pacific Islander,male,65-74 years,24535.0
2013,New Jersey,Asian or Pacific Islander,male,75-84 years,8673.0
2013,New Jersey,Asian or Pacific Islander,male,85+ years,1688.0
2013,New Jersey,Asian or Pacific Islander,male,< 5 years,26091.0
2013,New Jersey,Black or African American,female,10-14 years,41105.0
2013,New Jersey,Black or African American,female,15-19 years,44429.0
2013,New Jersey,Black or African American,female,20-24 years,49522.0
2013,New Jersey,Black or African American,female,25-29 years,43375.0
2013,New Jersey,Black or African American,female,30-34 years,43422.0
2013,New Jersey,Black or African American,female,35-44 years,90282.0
2013,New Jersey,Black or African American,female,45-54 years,96649.0
2013,New Jersey,Black or African American,female,5-9 years,42276.0
2013,New Jersey,Black or African American,female,55-64 years,72405.0
2013,New Jersey,Black or African American,female,65-74 years,46416.0
2013,New Jersey,Black or African American,female,75-84 years,24451.0
2013,New Jersey,Black or African American,female,85+ years,10061.0
2013,New Jersey,Black or African American,female,< 5 years,41616.0
2013,New Jersey,Black or African American,male,10-14 years,47481.0
2013,New Jersey,Black or African American,male,15-19 years,47936.0
2013,New Jersey,Black or African American,male,20-24 years,49588.0
2013,New Jersey,Black or African American,male,25-29 years,39369.0
2013,New Jersey,Black or African American,male,30-34 years,38640.0
2013,New Jersey,Black or African American,male,35-44 years,78469.0
2013,New Jersey,Black or African American,male,45-54 years,82937.0
2013,New Jersey,Black or African American,male,5-9 years,38029.0
2013,New Jersey,Black or African American,male,55-64 years,59107.0
2013,New Jersey,Black or African American,male,65-74 years,32189.0
2013,New Jersey,Black or African American,male,75-84 years,13638.0
2013,New Jersey,Black or African American,male,85+ years,3219.0
2013,New Jersey,Black or African American,male,< 5 years,39225.0
2013,New Jersey,White,female,10-14 years,183965.0
2013,New Jersey,White,female,15-19 years,182647.0
2013,New Jersey,White,female,20-24 years,169533.0
2013,New Jersey,White,female,25-29 years,172400.0
2013,New Jersey,White,female,30-34 years,172456.0
2013,New Jersey,White,female,35-44 years,375987.0
2013,New Jersey,White,female,45-54 years,488674.0
2013,New Jersey,White,female,5-9 years,163210.0
2013,New Jersey,White,female,55-64 years,439062.0
2013,New Jersey,White,female,65-74 years,295937.0
2013,New Jersey,White,female,75-84 years,184838.0
2013,New Jersey,White,female,85+ years,116539.0
2013,New Jersey,White,female,< 5 years,157359.0
2013,New Jersey,White,male,10-14 years,187647.0
2013,New Jersey,White,male,15-19 years,195851.0
2013,New Jersey,White,male,20-24 years,180589.0
2013,New Jersey,White,male,25-29 years,179909.0
2013,New Jersey,White,male,30-34 years,177661.0
2013,New Jersey,White,male,35-44 years,369619.0
2013,New Jersey,White,male,45-54 years,471966.0
2013,New Jersey,White,male,5-9 years,177743.0
2013,New Jersey,White,male,55-64 years,414945.0
2013,New Jersey,White,male,65-74 years,255808.0
2013,New Jersey,White,male,75-84 years,132337.0
2013,New Jersey,White,male,85+ years,56571.0
2013,New Jersey,White,male,< 5 years,165222.0
2013,New Mexico,Asian or Pacific Islander,female,10-14 years,1019.0
2013,New Mexico,Asian or Pacific Islander,female,15-19 years,690.0
2013,New Mexico,Asian or Pacific Islander,female,20-24 years,1026.0
2013,New Mexico,Asian or Pacific Islander,female,25-29 years,1209.0
2013,New Mexico,Asian or Pacific Islander,female,30-34 years,1493.0
2013,New Mexico,Asian or Pacific Islander,female,35-44 years,2921.0
2013,New Mexico,Asian or Pacific Islander,female,45-54 years,1976.0
2013,New Mexico,Asian or Pacific Islander,female,5-9 years,1044.0
2013,New Mexico,Asian or Pacific Islander,female,55-64 years,2034.0
2013,New Mexico,Asian or Pacific Islander,female,65-74 years,1077.0
2013,New Mexico,Asian or Pacific Islander,female,75-84 years,410.0
2013,New Mexico,Asian or Pacific Islander,female,85+ years,374.0
2013,New Mexico,Asian or Pacific Islander,female,< 5 years,491.0
2013,New Mexico,Asian or Pacific Islander,male,10-14 years,1090.0
2013,New Mexico,Asian or Pacific Islander,male,15-19 years,879.0
2013,New Mexico,Asian or Pacific Islander,male,20-24 years,1381.0
2013,New Mexico,Asian or Pacific Islander,male,25-29 years,957.0
2013,New Mexico,Asian or Pacific Islander,male,30-34 years,993.0
2013,New Mexico,Asian or Pacific Islander,male,35-44 years,2143.0
2013,New Mexico,Asian or Pacific Islander,male,45-54 years,1041.0
2013,New Mexico,Asian or Pacific Islander,male,5-9 years,876.0
2013,New Mexico,Asian or Pacific Islander,male,55-64 years,1478.0
2013,New Mexico,Asian or Pacific Islander,male,65-74 years,1009.0
2013,New Mexico,Asian or Pacific Islander,male,75-84 years,74.0
2013,New Mexico,Asian or Pacific Islander,male,85+ years,166.0
2013,New Mexico,Asian or Pacific Islander,male,< 5 years,423.0
2013,New Mexico,Black or African American,female,10-14 years,1564.0
2013,New Mexico,Black or African American,female,15-19 years,1644.0
2013,New Mexico,Black or African American,female,20-24 years,2804.0
2013,New Mexico,Black or African American,female,25-29 years,679.0
2013,New Mexico,Black or African American,female,30-34 years,1493.0
2013,New Mexico,Black or African American,female,35-44 years,2025.0
2013,New Mexico,Black or African American,female,45-54 years,2779.0
2013,New Mexico,Black or African American,female,5-9 years,1569.0
2013,New Mexico,Black or African American,female,55-64 years,1608.0
2013,New Mexico,Black or African American,female,65-74 years,667.0
2013,New Mexico,Black or African American,female,75-84 years,636.0
2013,New Mexico,Black or African American,female,85+ years,94.0
2013,New Mexico,Black or African American,female,< 5 years,1014.0
2013,New Mexico,Black or African American,male,10-14 years,1589.0
2013,New Mexico,Black or African American,male,15-19 years,2239.0
2013,New Mexico,Black or African American,male,20-24 years,2888.0
2013,New Mexico,Black or African American,male,25-29 years,675.0
2013,New Mexico,Black or African American,male,30-34 years,1410.0
2013,New Mexico,Black or African American,male,35-44 years,3162.0
2013,New Mexico,Black or African American,male,45-54 years,3567.0
2013,New Mexico,Black or African American,male,5-9 years,928.0
2013,New Mexico,Black or African American,male,55-64 years,2946.0
2013,New Mexico,Black or African American,male,65-74 years,1473.0
2013,New Mexico,Black or African American,male,75-84 years,522.0
2013,New Mexico,Black or African American,male,85+ years,88.0
2013,New Mexico,Black or African American,male,< 5 years,1670.0
2013,New Mexico,White,female,10-14 years,49677.0
2013,New Mexico,White,female,15-19 years,50234.0
2013,New Mexico,White,female,20-24 years,50525.0
2013,New Mexico,White,female,25-29 years,46696.0
2013,New Mexico,White,female,30-34 years,48255.0
2013,New Mexico,White,female,35-44 years,93319.0
2013,New Mexico,White,female,45-54 years,105172.0
2013,New Mexico,White,female,5-9 years,49331.0
2013,New Mexico,White,female,55-64 years,112723.0
2013,New Mexico,White,female,65-74 years,79751.0
2013,New Mexico,White,female,75-84 years,42145.0
2013,New Mexico,White,female,85+ years,19759.0
2013,New Mexico,White,female,< 5 years,47820.0
2013,New Mexico,White,male,10-14 years,51728.0
2013,New Mexico,White,male,15-19 years,54691.0
